Wall time,Step,Value
1652887698.473064,1,0.00481507508084178
1652887817.1242912,2,0.006296816747635603
1652887916.4017708,3,0.0077785588800907135
1652887999.1622233,4,0.009260300546884537
1652888244.409281,5,0.009257957339286804
1652888361.2076662,6,0.007776216138154268
1652888441.5748305,7,0.006294474005699158
1652888520.1421337,8,0.0048127323389053345
1652888603.3406048,9,0.0033326747361570597
1652888682.9912562,10,0.0029160629492253065
1652888878.3611739,11,0.0024994511622935534
1652888955.7313912,12,0.0020828393753618
1652889032.3418243,13,0.001666227588430047
1652889111.2475166,14,0.0012496158014982939
1652889199.5887473,15,0.0008330040145665407
