Wall time,Step,Value
1652911005.1393042,1,0.025330666452646255
1652911131.723599,2,0.010740302503108978
1652911258.6340628,3,0.01084814965724945
1652911385.2336326,4,0.011113006621599197
1652911511.684041,5,0.00912835169583559
1652911632.9448133,6,0.006635372061282396
1652911755.618126,7,0.005403304006904364
1652911879.1791492,8,0.004845557734370232
1652912001.578099,9,0.004409390036016703
1652912124.6277194,10,0.004039207939058542
1652912247.3516958,11,0.0038832828868180513
1652912370.9469178,12,0.0037286989390850067
1652912494.172478,13,0.003650037804618478
1652912617.0046785,14,0.0035387580282986164
1652912739.231749,15,0.003428621916100383
